2021-10-19 16:26:54.643  INFO 20280 --- [http-nio-8081-exec-10] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | moduleURL : /orders
2021-10-19 16:27:02.340  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : DECIMAL_DIGITS , value : 2
2021-10-19 16:27:02.340  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : DECIMAL_POINT_TYPE , value : POINT
2021-10-19 16:27:02.340  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : THOUSANDS_POINT_TYPE , value : COMMA
2021-10-19 16:27:02.340  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.controller.OrderController     : OrderController | listByPage | loggedUser : ShopmeUserDetails [user=User(email=ya@a.com, password=$2a$10$Wn8xOUf9VgaapocpWj/qnezjM5k6o7pSraRmkWlCteES/Km8WC0Hi, firstName=Yöntem, lastName=Algınoğlu, photos=Ammanolla.png, enabled=true, roles=[Admin])]
2021-10-19 16:27:04.036  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.controller.OrderController     : OrderController | editOrder is called
2021-10-19 16:27:04.046  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.controller.OrderController     : OrderController | editOrder | order : Order [id=9, subtotal=731.5, paymentMethod=COD, status=PROCESSING, customer=Anh Le Hoang]
2021-10-19 16:27:04.046  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.controller.OrderController     : OrderController | editOrder | listCountries : [Country [id=3, name=Afghanistan, code=AF], Country [id=16, name=Åland Islands, code=AX], Country [id=6, name=Albania, code=AL], Country [id=63, name=Algeria, code=DZ], Country [id=12, name=American Samoa, code=AS], Country [id=1, name=Andorra, code=AD], Country [id=9, name=Angola, code=AO], Country [id=5, name=Anguilla, code=AI], Country [id=10, name=Antarctica, code=AQ], Country [id=4, name=Antigua and Barbuda, code=AG], Country [id=11, name=Argentina, code=AR], Country [id=7, name=Armenia, code=AM], Country [id=15, name=Aruba, code=AW], Country [id=14, name=Australia, code=AU], Country [id=13, name=Austria, code=AT], Country [id=17, name=Azerbaijan, code=AZ], Country [id=33, name=Bahamas, code=BS], Country [id=24, name=Bahrain, code=BH], Country [id=20, name=Bangladesh, code=BD], Country [id=19, name=Barbados, code=BB], Country [id=37, name=Belarus, code=BY], Country [id=21, name=Belgium, code=BE], Country [id=38, name=Belize, code=BZ], Country [id=26, name=Benin, code=BJ], Country [id=28, name=Bermuda, code=BM], Country [id=34, name=Bhutan, code=BT], Country [id=30, name=Bolivia, code=BO], Country [id=31, name=Bonaire, Sint Eustatius and Saba, code=BQ], Country [id=18, name=Bosnia and Herzegovina, code=BA], Country [id=36, name=Botswana, code=BW], Country [id=35, name=Bouvet Island, code=BV], Country [id=32, name=Brazil, code=BR], Country [id=107, name=British Indian Ocean Territory, code=IO], Country [id=240, name=British Virgin Islands, code=VG], Country [id=29, name=Brunei, code=BN], Country [id=23, name=Bulgaria, code=BG], Country [id=22, name=Burkina Faso, code=BF], Country [id=25, name=Burundi, code=BI], Country [id=118, name=Cambodia, code=KH], Country [id=48, name=Cameroon, code=CM], Country [id=39, name=Canada, code=CA], Country [id=53, name=Cape Verde, code=CV], Country [id=125, name=Cayman Islands, code=KY], Country [id=42, name=Central African Republic, code=CF], Country [id=216, name=Chad, code=TD], Country [id=47, name=Chile, code=CL], Country [id=49, name=China, code=CN], Country [id=55, name=Christmas Island, code=CX], Country [id=40, name=Cocos Islands, code=CC], Country [id=50, name=Colombia, code=CO], Country [id=120, name=Comoros, code=KM], Country [id=43, name=Congo, code=CG], Country [id=46, name=Cook Islands, code=CK], Country [id=51, name=Costa Rica, code=CR], Country [id=45, name=Côte d'Ivoire, code=CI], Country [id=99, name=Croatia, code=HR], Country [id=52, name=Cuba, code=CU], Country [id=54, name=Curaçao, code=CW], Country [id=56, name=Cyprus, code=CY], Country [id=57, name=Czech Republic, code=CZ], Country [id=60, name=Denmark, code=DK], Country [id=59, name=Djibouti, code=DJ], Country [id=61, name=Dominica, code=DM], Country [id=62, name=Dominican Republic, code=DO], Country [id=64, name=Ecuador, code=EC], Country [id=66, name=Egypt, code=EG], Country [id=211, name=El Salvador, code=SV], Country [id=89, name=Equatorial Guinea, code=GQ], Country [id=68, name=Eritrea, code=ER], Country [id=65, name=Estonia, code=EE], Country [id=70, name=Ethiopia, code=ET], Country [id=73, name=Falkland Islands, code=FK], Country [id=75, name=Faroe Islands, code=FO], Country [id=72, name=Fiji, code=FJ], Country [id=71, name=Finland, code=FI], Country [id=76, name=France, code=FR], Country [id=81, name=French Guiana, code=GF], Country [id=176, name=French Polynesia, code=PF], Country [id=217, name=French Southern Territories, code=TF], Country [id=77, name=Gabon, code=GA], Country [id=86, name=Gambia, code=GM], Country [id=80, name=Georgia, code=GE], Country [id=58, name=Germany, code=DE], Country [id=83, name=Ghana, code=GH], Country [id=84, name=Gibraltar, code=GI], Country [id=90, name=Greece, code=GR], Country [id=85, name=Greenland, code=GL], Country [id=79, name=Grenada, code=GD], Country [id=88, name=Guadeloupe, code=GP], Country [id=93, name=Guam, code=GU], Country [id=92, name=Guatemala, code=GT], Country [id=82, name=Guernsey, code=GG], Country [id=87, name=Guinea, code=GN], Country [id=94, name=Guinea-Bissau, code=GW], Country [id=95, name=Guyana, code=GY], Country [id=100, name=Haiti, code=HT], Country [id=97, name=Heard Island And McDonald Islands, code=HM], Country [id=98, name=Honduras, code=HN], Country [id=96, name=Hong Kong, code=HK], Country [id=101, name=Hungary, code=HU], Country [id=110, name=Iceland, code=IS], Country [id=106, name=India, code=IN], Country [id=102, name=Indonesia, code=ID], Country [id=109, name=Iran, code=IR], Country [id=108, name=Iraq, code=IQ], Country [id=103, name=Ireland, code=IE], Country [id=105, name=Isle Of Man, code=IM], Country [id=104, name=Israel, code=IL], Country [id=111, name=Italy, code=IT], Country [id=113, name=Jamaica, code=JM], Country [id=115, name=Japan, code=JP], Country [id=112, name=Jersey, code=JE], Country [id=114, name=Jordan, code=JO], Country [id=126, name=Kazakhstan, code=KZ], Country [id=116, name=Kenya, code=KE], Country [id=119, name=Kiribati, code=KI], Country [id=124, name=Kuwait, code=KW], Country [id=117, name=Kyrgyzstan, code=KG], Country [id=127, name=Laos, code=LA], Country [id=136, name=Latvia, code=LV], Country [id=128, name=Lebanon, code=LB], Country [id=133, name=Lesotho, code=LS], Country [id=132, name=Liberia, code=LR], Country [id=137, name=Libya, code=LY], Country [id=130, name=Liechtenstein, code=LI], Country [id=134, name=Lithuania, code=LT], Country [id=135, name=Luxembourg, code=LU], Country [id=149, name=Macao, code=MO], Country [id=145, name=Macedonia, code=MK], Country [id=143, name=Madagascar, code=MG], Country [id=157, name=Malawi, code=MW], Country [id=159, name=Malaysia, code=MY], Country [id=156, name=Maldives, code=MV], Country [id=146, name=Mali, code=ML], Country [id=154, name=Malta, code=MT], Country [id=144, name=Marshall Islands, code=MH], Country [id=151, name=Martinique, code=MQ], Country [id=152, name=Mauritania, code=MR], Country [id=155, name=Mauritius, code=MU], Country [id=247, name=Mayotte, code=YT], Country [id=158, name=Mexico, code=MX], Country [id=74, name=Micronesia, code=FM], Country [id=140, name=Moldova, code=MD], Country [id=139, name=Monaco, code=MC], Country [id=148, name=Mongolia, code=MN], Country [id=141, name=Montenegro, code=ME], Country [id=153, name=Montserrat, code=MS], Country [id=138, name=Morocco, code=MA], Country [id=160, name=Mozambique, code=MZ], Country [id=147, name=Myanmar, code=MM], Country [id=161, name=Namibia, code=NA], Country [id=170, name=Nauru, code=NR], Country [id=169, name=Nepal, code=NP], Country [id=167, name=Netherlands, code=NL], Country [id=8, name=Netherlands Antilles, code=AN], Country [id=162, name=New Caledonia, code=NC], Country [id=172, name=New Zealand, code=NZ], Country [id=166, name=Nicaragua, code=NI], Country [id=163, name=Niger, code=NE], Country [id=165, name=Nigeria, code=NG], Country [id=171, name=Niue, code=NU], Country [id=164, name=Norfolk Island, code=NF], Country [id=122, name=North Korea, code=KP], Country [id=150, name=Northern Mariana Islands, code=MP], Country [id=168, name=Norway, code=NO], Country [id=173, name=Oman, code=OM], Country [id=179, name=Pakistan, code=PK], Country [id=186, name=Palau, code=PW], Country [id=184, name=Palestine, code=PS], Country [id=174, name=Panama, code=PA], Country [id=177, name=Papua New Guinea, code=PG], Country [id=187, name=Paraguay, code=PY], Country [id=175, name=Peru, code=PE], Country [id=178, name=Philippines, code=PH], Country [id=182, name=Pitcairn, code=PN], Country [id=180, name=Poland, code=PL], Country [id=185, name=Portugal, code=PT], Country [id=183, name=Puerto Rico, code=PR], Country [id=188, name=Qatar, code=QA], Country [id=189, name=Reunion, code=RE], Country [id=190, name=Romania, code=RO], Country [id=192, name=Russia, code=RU], Country [id=193, name=Rwanda, code=RW], Country [id=27, name=Saint Barthélemy, code=BL], Country [id=200, name=Saint Helena, code=SH], Country [id=121, name=Saint Kitts And Nevis, code=KN], Country [id=129, name=Saint Lucia, code=LC], Country [id=142, name=Saint Martin, code=MF], Country [id=181, name=Saint Pierre And Miquelon, code=PM], Country [id=238, name=Saint Vincent And The Grenadines, code=VC], Country [id=245, name=Samoa, code=WS], Country [id=205, name=San Marino, code=SM], Country [id=210, name=Sao Tome And Principe, code=ST], Country [id=194, name=Saudi Arabia, code=SA], Country [id=206, name=Senegal, code=SN], Country [id=191, name=Serbia, code=RS], Country [id=196, name=Seychelles, code=SC], Country [id=204, name=Sierra Leone, code=SL], Country [id=199, name=Singapore, code=SG], Country [id=212, name=Sint Maarten (Dutch part), code=SX], Country [id=203, name=Slovakia, code=SK], Country [id=201, name=Slovenia, code=SI], Country [id=195, name=Solomon Islands, code=SB], Country [id=207, name=Somalia, code=SO], Country [id=248, name=South Africa, code=ZA], Country [id=91, name=South Georgia And The South Sandwich Islands, code=GS], Country [id=123, name=South Korea, code=KR], Country [id=209, name=South Sudan, code=SS], Country [id=69, name=Spain, code=ES], Country [id=131, name=Sri Lanka, code=LK], Country [id=197, name=Sudan, code=SD], Country [id=208, name=Suriname, code=SR], Country [id=202, name=Svalbard And Jan Mayen, code=SJ], Country [id=214, name=Swaziland, code=SZ], Country [id=198, name=Sweden, code=SE], Country [id=44, name=Switzerland, code=CH], Country [id=213, name=Syria, code=SY], Country [id=229, name=Taiwan, code=TW], Country [id=220, name=Tajikistan, code=TJ], Country [id=230, name=Tanzania, code=TZ], Country [id=219, name=Thailand, code=TH], Country [id=41, name=The Democratic Republic Of Congo, code=CD], Country [id=222, name=Timor-Leste, code=TL], Country [id=218, name=Togo, code=TG], Country [id=221, name=Tokelau, code=TK], Country [id=225, name=Tonga, code=TO], Country [id=227, name=Trinidad and Tobago, code=TT], Country [id=224, name=Tunisia, code=TN], Country [id=226, name=Turkey, code=TR], Country [id=223, name=Turkmenistan, code=TM], Country [id=215, name=Turks And Caicos Islands, code=TC], Country [id=228, name=Tuvalu, code=TV], Country [id=241, name=U.S. Virgin Islands, code=VI], Country [id=232, name=Uganda, code=UG], Country [id=231, name=Ukraine, code=UA], Country [id=2, name=United Arab Emirates, code=AE], Country [id=78, name=United Kingdom, code=GB], Country [id=234, name=United States, code=US], Country [id=233, name=United States Minor Outlying Islands, code=UM], Country [id=235, name=Uruguay, code=UY], Country [id=236, name=Uzbekistan, code=UZ], Country [id=243, name=Vanuatu, code=VU], Country [id=237, name=Vatican, code=VA], Country [id=239, name=Venezuela, code=VE], Country [id=242, name=Vietnam, code=VN], Country [id=244, name=Wallis And Futuna, code=WF], Country [id=67, name=Western Sahara, code=EH], Country [id=246, name=Yemen, code=YE], Country [id=249, name=Zambia, code=ZM], Country [id=250, name=Zimbabwe, code=ZW]]
2021-10-19 16:27:04.046  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.controller.OrderController     : OrderController | editOrder | pageTitle : Edit Order (ID: 9)
2021-10-19 16:27:04.279  INFO 20280 --- [http-nio-8081-exec-2] c.s.a.controller.StateRestController     : StateRestController | listByCountry is called
2021-10-19 16:27:04.279  INFO 20280 --- [http-nio-8081-exec-2] c.s.a.controller.StateRestController     : StateRestController | listByCountry | countryId : 242
2021-10-19 16:27:04.289  INFO 20280 --- [http-nio-8081-exec-2] c.s.a.controller.StateRestController     : StateRestController | listByCountry | listStates.size() : 58
2021-10-19 16:27:04.289  INFO 20280 --- [http-nio-8081-exec-2] c.s.a.controller.StateRestController     : StateRestController | listByCountry | result : [StateDTO [id=43, name=An Giang], StateDTO [id=137, name=Ba Ria Vung Tau], StateDTO [id=7, name=Bac Giang], StateDTO [id=144, name=Bac Kan], StateDTO [id=121, name=Bac Lieu], StateDTO [id=38, name=Bac Ninh], StateDTO [id=143, name=Ben Tre], StateDTO [id=42, name=Binh Dinh], StateDTO [id=22, name=Binh Duong], StateDTO [id=133, name=Binh Phuoc], StateDTO [id=138, name=Binh Thuan], StateDTO [id=123, name=Ca Mau], StateDTO [id=20, name=Can Tho], StateDTO [id=2, name=Da Nang], StateDTO [id=131, name=Dak Lak], StateDTO [id=134, name=Dak Nong], StateDTO [id=119, name=Dong Nai], StateDTO [id=135, name=Dong Thap], StateDTO [id=128, name=Gia Lai], StateDTO [id=116, name=Ha Giang], StateDTO [id=1, name=Ha Noi], StateDTO [id=40, name=Ha Tinh], StateDTO [id=139, name=Hai Duong], StateDTO [id=6, name=Hai Phong], StateDTO [id=136, name=Hau Giang], StateDTO [id=5, name=Ho Chi Minh City], StateDTO [id=117, name=Hoa Binh], StateDTO [id=41, name=Hue], StateDTO [id=140, name=Hung Yen], StateDTO [id=110, name=Khanh Hoa], StateDTO [id=113, name=Kien Giang], StateDTO [id=146, name=Kon Tum], StateDTO [id=114, name=Lai Chau], StateDTO [id=130, name=Lam Dong], StateDTO [id=51, name=Lang Son], StateDTO [id=115, name=Lao Cai], StateDTO [id=142, name=Long An], StateDTO [id=109, name=Nam Dinh], StateDTO [id=10, name=Nghe An], StateDTO [id=145, name=Ninh Binh], StateDTO [id=150, name=Phu Tho], StateDTO [id=132, name=Phu Yen], StateDTO [id=124, name=Quang Binh], StateDTO [id=126, name=Quang Nam], StateDTO [id=127, name=Quang Ngai], StateDTO [id=9, name=Quang Ninh], StateDTO [id=125, name=Quang Tri], StateDTO [id=120, name=Soc Trang], StateDTO [id=8, name=Son La], StateDTO [id=112, name=Tay Ninh], StateDTO [id=118, name=Thai Binh], StateDTO [id=141, name=Thai Nguyen], StateDTO [id=23, name=Thanh Hoa], StateDTO [id=147, name=Tra Vinh], StateDTO [id=149, name=Tuyen Quang], StateDTO [id=151, name=Vinh Long], StateDTO [id=129, name=Vinh Phuc], StateDTO [id=148, name=Yen Bai]]
2021-10-19 16:27:15.629  INFO 20280 --- [http-nio-8081-exec-3] c.s.admin.controller.OrderController     : OrderController | saveOrder is called
2021-10-19 16:27:15.629  INFO 20280 --- [http-nio-8081-exec-3] c.s.admin.controller.OrderController     : OrderController | saveOrder | countryName : Vietnam
2021-10-19 16:27:15.629  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateProductDetails is called
2021-10-19 16:27:15.629  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | detailIds : [Ljava.lang.String;@6360113c
2021-10-19 16:27:15.629  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | productIds : [Ljava.lang.String;@5630d537
2021-10-19 16:27:15.629  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | productPrices : [Ljava.lang.String;@674af4c6
2021-10-19 16:27:15.629  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | productDetailCosts : [Ljava.lang.String;@13c2c3e2
2021-10-19 16:27:15.629  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | quantities : [Ljava.lang.String;@7048d957
2021-10-19 16:27:15.630  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | productSubtotals : [Ljava.lang.String;@20812304
2021-10-19 16:27:15.630  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | productSubtotals : [Ljava.lang.String;@105d0f16
2021-10-19 16:27:15.630  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | orderDetails : []
2021-10-19 16:27:15.630  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | orderDetails.size : 0
2021-10-19 16:27:15.630  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | productSubtotals : 1
2021-10-19 16:27:15.630  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | Detail ID : 12
2021-10-19 16:27:15.630  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | Prodouct ID : 79
2021-10-19 16:27:15.630  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | Cost : 323.00
2021-10-19 16:27:15.630  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | Quantity : 2
2021-10-19 16:27:15.630  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | Subtotal : 731.50
2021-10-19 16:27:15.634  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | Ship cost : 0.60
2021-10-19 16:27:15.634  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | detailId : 12
2021-10-19 16:27:15.634  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | orderDetail : com.shopme.common.entity.order.OrderDetail@1585032c
2021-10-19 16:27:15.634  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks is called
2021-10-19 16:27:15.634  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | trackIds : [Ljava.lang.String;@2331e2aa
2021-10-19 16:27:15.634  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | trackStatuses : [Ljava.lang.String;@a817ccb
2021-10-19 16:27:15.634  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | trackDates : [Ljava.lang.String;@725ce732
2021-10-19 16:27:15.634  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | trackNotes : [Ljava.lang.String;@4ffd0636
2021-10-19 16:27:15.634  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | orderTracks : []
2021-10-19 16:27:15.634  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | orderTracks.size : 0
2021-10-19 16:27:15.634  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | trackIds.length : 2
2021-10-19 16:27:15.634  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | trackId : 3
2021-10-19 16:27:15.634  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | trackRecord : com.shopme.common.entity.order.OrderTrack@637589d1
2021-10-19 16:27:15.634  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | trackId : 0
2021-10-19 16:27:15.634  INFO 20280 --- [http-nio-8081-exec-3] com.shopme.admin.util.OrderUtil          : OrderUtil | updateOrderTracks | trackRecord : com.shopme.common.entity.order.OrderTrack@6213c650
2021-10-19 16:27:15.671  INFO 20280 --- [http-nio-8081-exec-3] c.s.admin.controller.OrderController     : OrderController | saveOrder | message : The order ID 9 has been updated successfully
2021-10-19 16:27:15.675  INFO 20280 --- [http-nio-8081-exec-8] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | sortField : orderTime
2021-10-19 16:27:15.676  INFO 20280 --- [http-nio-8081-exec-8] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | sortDir : desc
2021-10-19 16:27:15.676  INFO 20280 --- [http-nio-8081-exec-8] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | reverseSortDir : asc
2021-10-19 16:27:15.676  INFO 20280 --- [http-nio-8081-exec-8] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | keyword : null
2021-10-19 16:27:15.676  INFO 20280 --- [http-nio-8081-exec-8] c.s.a.p.PagingAndSortingArgumentResolver : PagingAndSortingArgumentResolver | resolveArgument | moduleURL : /orders
2021-10-19 16:27:15.676  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.controller.OrderController     : OrderController | listByPage is called
2021-10-19 16:27:15.680  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes is started
2021-10-19 16:27:15.680  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | startCount : 1
2021-10-19 16:27:15.680  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | endCount : 10
2021-10-19 16:27:15.680  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | page.getTotalElements() : 1
2021-10-19 16:27:15.680  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | endCount : 1
2021-10-19 16:27:15.680  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | currentPage : 1
2021-10-19 16:27:15.680  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | totalPages : 1
2021-10-19 16:27:15.680  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | totalItems : 1
2021-10-19 16:27:15.680  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.paging.PagingAndSortingHelper  : PagingAndSortingArgumentResolver | updateModelAttributes | listName : [Order [id=9, subtotal=731.5, paymentMethod=COD, status=PROCESSING, customer=Anh Le Hoang]]
2021-10-19 16:27:15.680  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting is called
2021-10-19 16:27:15.682  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | currencySettings : [Setting [key=CURRENCY_ID, value=1], Setting [key=CURRENCY_SYMBOL, value=$], Setting [key=CURRENCY_SYMBOL_POSITION, value=Before price], Setting [key=DECIMAL_DIGITS, value=2], Setting [key=DECIMAL_POINT_TYPE, value=POINT], Setting [key=THOUSANDS_POINT_TYPE, value=COMMA]]
2021-10-19 16:27:15.682  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : CURRENCY_ID , value : 1
2021-10-19 16:27:15.682  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : CURRENCY_SYMBOL , value : $
2021-10-19 16:27:15.682  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : CURRENCY_SYMBOL_POSITION , value : Before price
2021-10-19 16:27:15.682  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : DECIMAL_DIGITS , value : 2
2021-10-19 16:27:15.682  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : DECIMAL_POINT_TYPE , value : POINT
2021-10-19 16:27:15.682  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : THOUSANDS_POINT_TYPE , value : COMMA
2021-10-19 16:27:15.682  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.controller.OrderController     : OrderController | listByPage | loggedUser : ShopmeUserDetails [user=User(email=ya@a.com, password=$2a$10$Wn8xOUf9VgaapocpWj/qnezjM5k6o7pSraRmkWlCteES/Km8WC0Hi, firstName=Yöntem, lastName=Algınoğlu, photos=Ammanolla.png, enabled=true, roles=[Admin])]
2021-10-19 16:27:44.765  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.controller.OrderController     : OrderController | viewOrderDetails is called
2021-10-19 16:27:44.768  INFO 20280 --- [http-nio-8081-exec-8] c.s.admin.controller.OrderController     : OrderController | viewOrderDetails | order : Order [id=9, subtotal=731.5, paymentMethod=COD, status=PROCESSING, customer=Anh Le Hoang]
2021-10-19 16:27:44.768  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting is called
2021-10-19 16:27:44.769  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | currencySettings : [Setting [key=CURRENCY_ID, value=1], Setting [key=CURRENCY_SYMBOL, value=$], Setting [key=CURRENCY_SYMBOL_POSITION, value=Before price], Setting [key=DECIMAL_DIGITS, value=2], Setting [key=DECIMAL_POINT_TYPE, value=POINT], Setting [key=THOUSANDS_POINT_TYPE, value=COMMA]]
2021-10-19 16:27:44.769  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : CURRENCY_ID , value : 1
2021-10-19 16:27:44.769  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : CURRENCY_SYMBOL , value : $
2021-10-19 16:27:44.769  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : CURRENCY_SYMBOL_POSITION , value : Before price
2021-10-19 16:27:44.769  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : DECIMAL_DIGITS , value : 2
2021-10-19 16:27:44.769  INFO 20280 --- [http-nio-8081-exec-8] com.shopme.admin.util.OrderUtil          : OrderUtil | loadCurrencySetting | setting | key : DECIMAL_POINT_TYPE , value : POINT
